Performance results for ./matrix/2.mtx with 1 threads
L1-dcache-loads | L1-dcache-load-misses | LLC-loads | LLC-load-misses
2,935,301,080 | 28,661,627 | 497,653 | 103,832
2,935,301,076 | 28,611,024 | 373,042 | 108,424
2,935,301,076 | 28,660,201 | 351,321 | 104,289
2,935,301,069 | 28,783,910 | 400,155 | 105,504
2,935,301,074 | 28,719,293 | 494,546 | 111,336
2,935,301,081 | 28,730,836 | 334,599 | 104,694
2,935,301,079 | 28,693,996 | 330,249 | 106,382
2,935,301,081 | 28,793,528 | 326,572 | 104,687
2,935,301,078 | 28,674,802 | 309,986 | 104,570
2,935,301,076 | 28,718,746 | 330,174 | 110,197
