Performance results for ./matrix/4.mtx with 1 threads
L1-dcache-loads | L1-dcache-load-misses | LLC-loads | LLC-load-misses
77,576,039,435 | 341,527,713 | 1,629,759 | 781,913
77,576,039,423 | 348,057,352 | 1,407,908 | 801,383
77,576,039,421 | 345,689,950 | 1,549,317 | 852,783
77,576,039,420 | 345,113,189 | 1,481,260 | 824,272
77,576,039,422 | 345,330,345 | 1,446,021 | 859,502
77,576,039,422 | 344,148,315 | 1,534,086 | 852,939
77,576,039,433 | 344,056,028 | 1,541,168 | 844,263
77,576,039,428 | 344,216,524 | 1,517,971 | 842,413
77,576,039,419 | 344,107,296 | 1,586,986 | 827,733
77,576,039,422 | 345,624,701 | 1,547,284 | 837,520
