Performance results for ./matrix/4.mtx with 4 threads
L1-dcache-loads | L1-dcache-load-misses | LLC-loads | LLC-load-misses
77,577,484,504 | 346,509,100 | 1,589,686 | 864,588
77,577,487,768 | 345,840,615 | 1,594,147 | 849,134
77,577,164,548 | 342,080,797 | 1,542,332 | 796,603
77,577,250,804 | 343,530,557 | 1,612,924 | 797,113
77,577,555,349 | 343,476,595 | 1,570,738 | 854,227
77,577,137,013 | 341,535,717 | 1,488,198 | 808,202
77,577,122,483 | 346,273,243 | 1,449,788 | 817,671
77,577,100,379 | 343,148,894 | 1,482,670 | 796,248
77,577,028,676 | 344,307,500 | 1,490,012 | 825,214
77,577,106,876 | 343,481,997 | 1,421,126 | 811,435
