Schedule = guided | Threads = 4 | Chunk = 100
Elapsed time = 2.549999e-01 seconds | threads=4 | OMP_SCHEDULE=guided,100
Elapsed time = 2.486224e-01 seconds | threads=4 | OMP_SCHEDULE=guided,100
Elapsed time = 2.621897e-01 seconds | threads=4 | OMP_SCHEDULE=guided,100
Elapsed time = 2.558571e-01 seconds | threads=4 | OMP_SCHEDULE=guided,100
Elapsed time = 2.514874e-01 seconds | threads=4 | OMP_SCHEDULE=guided,100
Elapsed time = 2.482139e-01 seconds | threads=4 | OMP_SCHEDULE=guided,100
Elapsed time = 2.611340e-01 seconds | threads=4 | OMP_SCHEDULE=guided,100
Elapsed time = 2.943020e-01 seconds | threads=4 | OMP_SCHEDULE=guided,100
Elapsed time = 2.530136e-01 seconds | threads=4 | OMP_SCHEDULE=guided,100
Elapsed time = 2.636594e-01 seconds | threads=4 | OMP_SCHEDULE=guided,100
