Schedule = guided | Threads = 64 | Chunk = 1000
Elapsed time = 1.310922e-01 seconds | threads=64 | OMP_SCHEDULE=guided,1000
Elapsed time = 1.349761e-01 seconds | threads=64 | OMP_SCHEDULE=guided,1000
Elapsed time = 2.367417e-01 seconds | threads=64 | OMP_SCHEDULE=guided,1000
Elapsed time = 1.316472e-01 seconds | threads=64 | OMP_SCHEDULE=guided,1000
Elapsed time = 1.175635e-01 seconds | threads=64 | OMP_SCHEDULE=guided,1000
Elapsed time = 1.506809e-01 seconds | threads=64 | OMP_SCHEDULE=guided,1000
Elapsed time = 1.268508e-01 seconds | threads=64 | OMP_SCHEDULE=guided,1000
Elapsed time = 1.310632e-01 seconds | threads=64 | OMP_SCHEDULE=guided,1000
Elapsed time = 1.153622e-01 seconds | threads=64 | OMP_SCHEDULE=guided,1000
Elapsed time = 1.120633e-01 seconds | threads=64 | OMP_SCHEDULE=guided,1000
