Schedule = guided | Threads = 2 | Chunk = 1000
Elapsed time = 4.384581e-01 seconds | threads=2 | OMP_SCHEDULE=guided,1000
Elapsed time = 6.219525e-01 seconds | threads=2 | OMP_SCHEDULE=guided,1000
Elapsed time = 5.699735e-01 seconds | threads=2 | OMP_SCHEDULE=guided,1000
Elapsed time = 4.496977e-01 seconds | threads=2 | OMP_SCHEDULE=guided,1000
Elapsed time = 4.463231e-01 seconds | threads=2 | OMP_SCHEDULE=guided,1000
Elapsed time = 4.614524e-01 seconds | threads=2 | OMP_SCHEDULE=guided,1000
Elapsed time = 4.499867e-01 seconds | threads=2 | OMP_SCHEDULE=guided,1000
Elapsed time = 4.415440e-01 seconds | threads=2 | OMP_SCHEDULE=guided,1000
Elapsed time = 4.466398e-01 seconds | threads=2 | OMP_SCHEDULE=guided,1000
Elapsed time = 5.518501e-01 seconds | threads=2 | OMP_SCHEDULE=guided,1000
