Schedule = guided | Threads = 1 | Chunk = 1
Elapsed time = 4.379858e-03 seconds | threads=1 | OMP_SCHEDULE=guided,1
Elapsed time = 4.372450e-03 seconds | threads=1 | OMP_SCHEDULE=guided,1
Elapsed time = 4.379632e-03 seconds | threads=1 | OMP_SCHEDULE=guided,1
Elapsed time = 4.382898e-03 seconds | threads=1 | OMP_SCHEDULE=guided,1
Elapsed time = 4.371665e-03 seconds | threads=1 | OMP_SCHEDULE=guided,1
Elapsed time = 4.373207e-03 seconds | threads=1 | OMP_SCHEDULE=guided,1
Elapsed time = 4.371659e-03 seconds | threads=1 | OMP_SCHEDULE=guided,1
Elapsed time = 4.368119e-03 seconds | threads=1 | OMP_SCHEDULE=guided,1
Elapsed time = 4.366538e-03 seconds | threads=1 | OMP_SCHEDULE=guided,1
Elapsed time = 4.368945e-03 seconds | threads=1 | OMP_SCHEDULE=guided,1
