Schedule = guided | Threads = 4 | Chunk = 1
Elapsed time = 2.577895e-01 seconds | threads=4 | OMP_SCHEDULE=guided,1
Elapsed time = 2.621912e-01 seconds | threads=4 | OMP_SCHEDULE=guided,1
Elapsed time = 2.682400e-01 seconds | threads=4 | OMP_SCHEDULE=guided,1
Elapsed time = 4.856673e-01 seconds | threads=4 | OMP_SCHEDULE=guided,1
Elapsed time = 2.689208e-01 seconds | threads=4 | OMP_SCHEDULE=guided,1
Elapsed time = 2.578451e-01 seconds | threads=4 | OMP_SCHEDULE=guided,1
Elapsed time = 2.574963e-01 seconds | threads=4 | OMP_SCHEDULE=guided,1
Elapsed time = 2.579810e-01 seconds | threads=4 | OMP_SCHEDULE=guided,1
Elapsed time = 2.588193e-01 seconds | threads=4 | OMP_SCHEDULE=guided,1
Elapsed time = 4.224119e-01 seconds | threads=4 | OMP_SCHEDULE=guided,1
