Schedule = guided | Threads = 64 | Chunk = 1
Elapsed time = 2.479988e-03 seconds | threads=64 | OMP_SCHEDULE=guided,1
Elapsed time = 2.693356e-02 seconds | threads=64 | OMP_SCHEDULE=guided,1
Elapsed time = 1.940576e-03 seconds | threads=64 | OMP_SCHEDULE=guided,1
Elapsed time = 1.888009e-03 seconds | threads=64 | OMP_SCHEDULE=guided,1
Elapsed time = 2.866069e-02 seconds | threads=64 | OMP_SCHEDULE=guided,1
Elapsed time = 1.866621e-03 seconds | threads=64 | OMP_SCHEDULE=guided,1
Elapsed time = 1.866085e-03 seconds | threads=64 | OMP_SCHEDULE=guided,1
Elapsed time = 2.699149e-02 seconds | threads=64 | OMP_SCHEDULE=guided,1
Elapsed time = 1.380462e-02 seconds | threads=64 | OMP_SCHEDULE=guided,1
Elapsed time = 1.906789e-03 seconds | threads=64 | OMP_SCHEDULE=guided,1
