Schedule = guided | Threads = 32 | Chunk = 1
Elapsed time = 6.381823e-02 seconds | threads=32 | OMP_SCHEDULE=guided,1
Elapsed time = 6.074434e-02 seconds | threads=32 | OMP_SCHEDULE=guided,1
Elapsed time = 6.301362e-02 seconds | threads=32 | OMP_SCHEDULE=guided,1
Elapsed time = 6.076279e-02 seconds | threads=32 | OMP_SCHEDULE=guided,1
Elapsed time = 6.421273e-02 seconds | threads=32 | OMP_SCHEDULE=guided,1
Elapsed time = 6.965015e-02 seconds | threads=32 | OMP_SCHEDULE=guided,1
Elapsed time = 2.274371e-01 seconds | threads=32 | OMP_SCHEDULE=guided,1
Elapsed time = 6.190828e-02 seconds | threads=32 | OMP_SCHEDULE=guided,1
Elapsed time = 6.320428e-02 seconds | threads=32 | OMP_SCHEDULE=guided,1
Elapsed time = 6.000521e-02 seconds | threads=32 | OMP_SCHEDULE=guided,1
