Schedule = guided | Threads = 4 | Chunk = 1000
Elapsed time = 2.551956e-03 seconds | threads=4 | OMP_SCHEDULE=guided,1000
Elapsed time = 2.640191e-03 seconds | threads=4 | OMP_SCHEDULE=guided,1000
Elapsed time = 2.765343e-03 seconds | threads=4 | OMP_SCHEDULE=guided,1000
Elapsed time = 2.595612e-03 seconds | threads=4 | OMP_SCHEDULE=guided,1000
Elapsed time = 2.653643e-03 seconds | threads=4 | OMP_SCHEDULE=guided,1000
Elapsed time = 2.659580e-03 seconds | threads=4 | OMP_SCHEDULE=guided,1000
Elapsed time = 2.652318e-03 seconds | threads=4 | OMP_SCHEDULE=guided,1000
Elapsed time = 2.747898e-03 seconds | threads=4 | OMP_SCHEDULE=guided,1000
Elapsed time = 2.609737e-03 seconds | threads=4 | OMP_SCHEDULE=guided,1000
Elapsed time = 2.639513e-03 seconds | threads=4 | OMP_SCHEDULE=guided,1000
