Schedule = guided | Threads = 32 | Chunk = 100
Elapsed time = 1.213829e-01 seconds | threads=32 | OMP_SCHEDULE=guided,100
Elapsed time = 1.224039e-01 seconds | threads=32 | OMP_SCHEDULE=guided,100
Elapsed time = 1.162913e-01 seconds | threads=32 | OMP_SCHEDULE=guided,100
Elapsed time = 1.158723e-01 seconds | threads=32 | OMP_SCHEDULE=guided,100
Elapsed time = 1.138590e-01 seconds | threads=32 | OMP_SCHEDULE=guided,100
Elapsed time = 2.383921e-01 seconds | threads=32 | OMP_SCHEDULE=guided,100
Elapsed time = 1.175737e-01 seconds | threads=32 | OMP_SCHEDULE=guided,100
Elapsed time = 1.163994e-01 seconds | threads=32 | OMP_SCHEDULE=guided,100
Elapsed time = 1.158175e-01 seconds | threads=32 | OMP_SCHEDULE=guided,100
Elapsed time = 1.167532e-01 seconds | threads=32 | OMP_SCHEDULE=guided,100
