Schedule = guided | Threads = 8 | Chunk = 1000
Elapsed time = 6.395584e-02 seconds | threads=8 | OMP_SCHEDULE=guided,1000
Elapsed time = 6.121091e-02 seconds | threads=8 | OMP_SCHEDULE=guided,1000
Elapsed time = 5.457309e-02 seconds | threads=8 | OMP_SCHEDULE=guided,1000
Elapsed time = 6.552786e-02 seconds | threads=8 | OMP_SCHEDULE=guided,1000
Elapsed time = 6.522180e-02 seconds | threads=8 | OMP_SCHEDULE=guided,1000
Elapsed time = 6.156268e-02 seconds | threads=8 | OMP_SCHEDULE=guided,1000
Elapsed time = 6.514769e-02 seconds | threads=8 | OMP_SCHEDULE=guided,1000
Elapsed time = 9.630240e-02 seconds | threads=8 | OMP_SCHEDULE=guided,1000
Elapsed time = 7.845818e-02 seconds | threads=8 | OMP_SCHEDULE=guided,1000
Elapsed time = 9.668806e-02 seconds | threads=8 | OMP_SCHEDULE=guided,1000
