Schedule = guided | Threads = 64 | Chunk = 100
Elapsed time = 2.770895e-02 seconds | threads=64 | OMP_SCHEDULE=guided,100
Elapsed time = 5.411995e-03 seconds | threads=64 | OMP_SCHEDULE=guided,100
Elapsed time = 1.709236e-02 seconds | threads=64 | OMP_SCHEDULE=guided,100
Elapsed time = 1.581806e-02 seconds | threads=64 | OMP_SCHEDULE=guided,100
Elapsed time = 1.926490e-02 seconds | threads=64 | OMP_SCHEDULE=guided,100
Elapsed time = 2.748394e-02 seconds | threads=64 | OMP_SCHEDULE=guided,100
Elapsed time = 3.681658e-03 seconds | threads=64 | OMP_SCHEDULE=guided,100
Elapsed time = 2.841469e-02 seconds | threads=64 | OMP_SCHEDULE=guided,100
Elapsed time = 1.592781e-02 seconds | threads=64 | OMP_SCHEDULE=guided,100
Elapsed time = 2.679416e-02 seconds | threads=64 | OMP_SCHEDULE=guided,100
