Schedule = guided | Threads = 8 | Chunk = 100
Elapsed time = 4.441955e-01 seconds | threads=8 | OMP_SCHEDULE=guided,100
Elapsed time = 4.287437e-01 seconds | threads=8 | OMP_SCHEDULE=guided,100
Elapsed time = 4.144297e-01 seconds | threads=8 | OMP_SCHEDULE=guided,100
Elapsed time = 4.362647e-01 seconds | threads=8 | OMP_SCHEDULE=guided,100
Elapsed time = 4.182099e-01 seconds | threads=8 | OMP_SCHEDULE=guided,100
Elapsed time = 4.307482e-01 seconds | threads=8 | OMP_SCHEDULE=guided,100
Elapsed time = 4.367101e-01 seconds | threads=8 | OMP_SCHEDULE=guided,100
Elapsed time = 4.324736e-01 seconds | threads=8 | OMP_SCHEDULE=guided,100
Elapsed time = 4.269168e-01 seconds | threads=8 | OMP_SCHEDULE=guided,100
Elapsed time = 2.424393e-01 seconds | threads=8 | OMP_SCHEDULE=guided,100
