Schedule = guided | Threads = 8 | Chunk = 1
Elapsed time = 1.708588e-01 seconds | threads=8 | OMP_SCHEDULE=guided,1
Elapsed time = 1.674714e-01 seconds | threads=8 | OMP_SCHEDULE=guided,1
Elapsed time = 1.637236e-01 seconds | threads=8 | OMP_SCHEDULE=guided,1
Elapsed time = 1.657659e-01 seconds | threads=8 | OMP_SCHEDULE=guided,1
Elapsed time = 1.714081e-01 seconds | threads=8 | OMP_SCHEDULE=guided,1
Elapsed time = 1.638599e-01 seconds | threads=8 | OMP_SCHEDULE=guided,1
Elapsed time = 3.177966e-01 seconds | threads=8 | OMP_SCHEDULE=guided,1
Elapsed time = 1.701576e-01 seconds | threads=8 | OMP_SCHEDULE=guided,1
Elapsed time = 1.595357e-01 seconds | threads=8 | OMP_SCHEDULE=guided,1
Elapsed time = 1.706667e-01 seconds | threads=8 | OMP_SCHEDULE=guided,1
