Schedule = guided | Threads = 2 | Chunk = 1000
Elapsed time = 2.946508e-03 seconds | threads=2 | OMP_SCHEDULE=guided,1000
Elapsed time = 3.025729e-03 seconds | threads=2 | OMP_SCHEDULE=guided,1000
Elapsed time = 2.980500e-03 seconds | threads=2 | OMP_SCHEDULE=guided,1000
Elapsed time = 3.397330e-03 seconds | threads=2 | OMP_SCHEDULE=guided,1000
Elapsed time = 2.978934e-03 seconds | threads=2 | OMP_SCHEDULE=guided,1000
Elapsed time = 3.006783e-03 seconds | threads=2 | OMP_SCHEDULE=guided,1000
Elapsed time = 3.214117e-03 seconds | threads=2 | OMP_SCHEDULE=guided,1000
Elapsed time = 3.150706e-03 seconds | threads=2 | OMP_SCHEDULE=guided,1000
Elapsed time = 3.009241e-03 seconds | threads=2 | OMP_SCHEDULE=guided,1000
Elapsed time = 2.983505e-03 seconds | threads=2 | OMP_SCHEDULE=guided,1000
