Schedule = guided | Threads = 64 | Chunk = 1
Elapsed time = 1.135671e-01 seconds | threads=64 | OMP_SCHEDULE=guided,1
Elapsed time = 2.543879e-01 seconds | threads=64 | OMP_SCHEDULE=guided,1
Elapsed time = 1.148464e-01 seconds | threads=64 | OMP_SCHEDULE=guided,1
Elapsed time = 1.148984e-01 seconds | threads=64 | OMP_SCHEDULE=guided,1
Elapsed time = 1.145294e-01 seconds | threads=64 | OMP_SCHEDULE=guided,1
Elapsed time = 1.149133e-01 seconds | threads=64 | OMP_SCHEDULE=guided,1
Elapsed time = 1.152277e-01 seconds | threads=64 | OMP_SCHEDULE=guided,1
Elapsed time = 1.380256e-01 seconds | threads=64 | OMP_SCHEDULE=guided,1
Elapsed time = 1.270120e-01 seconds | threads=64 | OMP_SCHEDULE=guided,1
Elapsed time = 1.342397e-01 seconds | threads=64 | OMP_SCHEDULE=guided,1
