Schedule = guided | Threads = 16 | Chunk = 100
Elapsed time = 2.443857e-01 seconds | threads=16 | OMP_SCHEDULE=guided,100
Elapsed time = 3.742383e-01 seconds | threads=16 | OMP_SCHEDULE=guided,100
Elapsed time = 3.962068e-01 seconds | threads=16 | OMP_SCHEDULE=guided,100
Elapsed time = 3.975640e-01 seconds | threads=16 | OMP_SCHEDULE=guided,100
Elapsed time = 2.419219e-01 seconds | threads=16 | OMP_SCHEDULE=guided,100
Elapsed time = 3.971332e-01 seconds | threads=16 | OMP_SCHEDULE=guided,100
Elapsed time = 4.012908e-01 seconds | threads=16 | OMP_SCHEDULE=guided,100
Elapsed time = 4.114820e-01 seconds | threads=16 | OMP_SCHEDULE=guided,100
Elapsed time = 3.966964e-01 seconds | threads=16 | OMP_SCHEDULE=guided,100
Elapsed time = 3.971966e-01 seconds | threads=16 | OMP_SCHEDULE=guided,100
