Schedule = guided | Threads = 32 | Chunk = 1
Elapsed time = 1.887783e-01 seconds | threads=32 | OMP_SCHEDULE=guided,1
Elapsed time = 1.127298e-01 seconds | threads=32 | OMP_SCHEDULE=guided,1
Elapsed time = 2.523111e-01 seconds | threads=32 | OMP_SCHEDULE=guided,1
Elapsed time = 2.409065e-01 seconds | threads=32 | OMP_SCHEDULE=guided,1
Elapsed time = 1.196514e-01 seconds | threads=32 | OMP_SCHEDULE=guided,1
Elapsed time = 1.214726e-01 seconds | threads=32 | OMP_SCHEDULE=guided,1
Elapsed time = 1.193980e-01 seconds | threads=32 | OMP_SCHEDULE=guided,1
Elapsed time = 1.224376e-01 seconds | threads=32 | OMP_SCHEDULE=guided,1
Elapsed time = 1.163476e-01 seconds | threads=32 | OMP_SCHEDULE=guided,1
Elapsed time = 1.175316e-01 seconds | threads=32 | OMP_SCHEDULE=guided,1
