Schedule = guided | Threads = 2 | Chunk = 1
Elapsed time = 7.540630e-04 seconds | threads=2 | OMP_SCHEDULE=guided,1
Elapsed time = 8.587213e-04 seconds | threads=2 | OMP_SCHEDULE=guided,1
Elapsed time = 8.031121e-04 seconds | threads=2 | OMP_SCHEDULE=guided,1
Elapsed time = 7.741610e-04 seconds | threads=2 | OMP_SCHEDULE=guided,1
Elapsed time = 8.417936e-04 seconds | threads=2 | OMP_SCHEDULE=guided,1
Elapsed time = 8.132933e-04 seconds | threads=2 | OMP_SCHEDULE=guided,1
Elapsed time = 7.583275e-04 seconds | threads=2 | OMP_SCHEDULE=guided,1
Elapsed time = 8.070786e-04 seconds | threads=2 | OMP_SCHEDULE=guided,1
Elapsed time = 7.732650e-04 seconds | threads=2 | OMP_SCHEDULE=guided,1
Elapsed time = 8.600792e-04 seconds | threads=2 | OMP_SCHEDULE=guided,1
