Schedule = guided | Threads = 2 | Chunk = 1000
Elapsed time = 8.620946e-04 seconds | threads=2 | OMP_SCHEDULE=guided,1000
Elapsed time = 8.271504e-04 seconds | threads=2 | OMP_SCHEDULE=guided,1000
Elapsed time = 8.429298e-04 seconds | threads=2 | OMP_SCHEDULE=guided,1000
Elapsed time = 9.087157e-04 seconds | threads=2 | OMP_SCHEDULE=guided,1000
Elapsed time = 7.817997e-04 seconds | threads=2 | OMP_SCHEDULE=guided,1000
Elapsed time = 7.663602e-04 seconds | threads=2 | OMP_SCHEDULE=guided,1000
Elapsed time = 8.282885e-04 seconds | threads=2 | OMP_SCHEDULE=guided,1000
Elapsed time = 7.830188e-04 seconds | threads=2 | OMP_SCHEDULE=guided,1000
Elapsed time = 7.716855e-04 seconds | threads=2 | OMP_SCHEDULE=guided,1000
Elapsed time = 8.232063e-04 seconds | threads=2 | OMP_SCHEDULE=guided,1000
