Schedule = guided | Threads = 16 | Chunk = 1000
Elapsed time = 6.488394e-04 seconds | threads=16 | OMP_SCHEDULE=guided,1000
Elapsed time = 7.126816e-04 seconds | threads=16 | OMP_SCHEDULE=guided,1000
Elapsed time = 7.087765e-04 seconds | threads=16 | OMP_SCHEDULE=guided,1000
Elapsed time = 6.832741e-04 seconds | threads=16 | OMP_SCHEDULE=guided,1000
Elapsed time = 6.311042e-04 seconds | threads=16 | OMP_SCHEDULE=guided,1000
Elapsed time = 6.762045e-04 seconds | threads=16 | OMP_SCHEDULE=guided,1000
Elapsed time = 6.839447e-04 seconds | threads=16 | OMP_SCHEDULE=guided,1000
Elapsed time = 7.797573e-04 seconds | threads=16 | OMP_SCHEDULE=guided,1000
Elapsed time = 6.974814e-04 seconds | threads=16 | OMP_SCHEDULE=guided,1000
Elapsed time = 7.343721e-04 seconds | threads=16 | OMP_SCHEDULE=guided,1000
