Schedule = guided | Threads = 16 | Chunk = 1
Elapsed time = 1.234713e-01 seconds | threads=16 | OMP_SCHEDULE=guided,1
Elapsed time = 1.285604e-01 seconds | threads=16 | OMP_SCHEDULE=guided,1
Elapsed time = 1.273918e-01 seconds | threads=16 | OMP_SCHEDULE=guided,1
Elapsed time = 1.280405e-01 seconds | threads=16 | OMP_SCHEDULE=guided,1
Elapsed time = 1.293690e-01 seconds | threads=16 | OMP_SCHEDULE=guided,1
Elapsed time = 1.203075e-01 seconds | threads=16 | OMP_SCHEDULE=guided,1
Elapsed time = 1.316793e-01 seconds | threads=16 | OMP_SCHEDULE=guided,1
Elapsed time = 2.926371e-01 seconds | threads=16 | OMP_SCHEDULE=guided,1
Elapsed time = 1.298890e-01 seconds | threads=16 | OMP_SCHEDULE=guided,1
Elapsed time = 1.290017e-01 seconds | threads=16 | OMP_SCHEDULE=guided,1
