Schedule = guided | Threads = 32 | Chunk = 1
Elapsed time = 1.460578e-03 seconds | threads=32 | OMP_SCHEDULE=guided,1
Elapsed time = 1.487140e-03 seconds | threads=32 | OMP_SCHEDULE=guided,1
Elapsed time = 1.275937e-03 seconds | threads=32 | OMP_SCHEDULE=guided,1
Elapsed time = 1.000708e-03 seconds | threads=32 | OMP_SCHEDULE=guided,1
Elapsed time = 1.031377e-03 seconds | threads=32 | OMP_SCHEDULE=guided,1
Elapsed time = 1.106792e-03 seconds | threads=32 | OMP_SCHEDULE=guided,1
Elapsed time = 1.268775e-03 seconds | threads=32 | OMP_SCHEDULE=guided,1
Elapsed time = 1.058246e-03 seconds | threads=32 | OMP_SCHEDULE=guided,1
Elapsed time = 1.018507e-03 seconds | threads=32 | OMP_SCHEDULE=guided,1
Elapsed time = 1.042545e-03 seconds | threads=32 | OMP_SCHEDULE=guided,1
