Schedule = guided | Threads = 16 | Chunk = 1000
Elapsed time = 2.889545e-03 seconds | threads=16 | OMP_SCHEDULE=guided,1000
Elapsed time = 2.857679e-03 seconds | threads=16 | OMP_SCHEDULE=guided,1000
Elapsed time = 2.448780e-03 seconds | threads=16 | OMP_SCHEDULE=guided,1000
Elapsed time = 2.591514e-03 seconds | threads=16 | OMP_SCHEDULE=guided,1000
Elapsed time = 2.798731e-03 seconds | threads=16 | OMP_SCHEDULE=guided,1000
Elapsed time = 2.770660e-03 seconds | threads=16 | OMP_SCHEDULE=guided,1000
Elapsed time = 2.940369e-03 seconds | threads=16 | OMP_SCHEDULE=guided,1000
Elapsed time = 2.881967e-03 seconds | threads=16 | OMP_SCHEDULE=guided,1000
Elapsed time = 2.929931e-03 seconds | threads=16 | OMP_SCHEDULE=guided,1000
Elapsed time = 2.588914e-03 seconds | threads=16 | OMP_SCHEDULE=guided,1000
