Schedule = guided | Threads = 1 | Chunk = 1
Elapsed time = 9.106183e-04 seconds | threads=1 | OMP_SCHEDULE=guided,1
Elapsed time = 9.316057e-04 seconds | threads=1 | OMP_SCHEDULE=guided,1
Elapsed time = 9.289552e-04 seconds | threads=1 | OMP_SCHEDULE=guided,1
Elapsed time = 9.281943e-04 seconds | threads=1 | OMP_SCHEDULE=guided,1
Elapsed time = 9.129643e-04 seconds | threads=1 | OMP_SCHEDULE=guided,1
Elapsed time = 9.212689e-04 seconds | threads=1 | OMP_SCHEDULE=guided,1
Elapsed time = 9.101871e-04 seconds | threads=1 | OMP_SCHEDULE=guided,1
Elapsed time = 9.284066e-04 seconds | threads=1 | OMP_SCHEDULE=guided,1
Elapsed time = 9.283079e-04 seconds | threads=1 | OMP_SCHEDULE=guided,1
Elapsed time = 9.236243e-04 seconds | threads=1 | OMP_SCHEDULE=guided,1
