Schedule = guided | Threads = 64 | Chunk = 1000
Elapsed time = 3.914540e-01 seconds | threads=64 | OMP_SCHEDULE=guided,1000
Elapsed time = 3.864583e-01 seconds | threads=64 | OMP_SCHEDULE=guided,1000
Elapsed time = 3.832097e-01 seconds | threads=64 | OMP_SCHEDULE=guided,1000
Elapsed time = 3.855639e-01 seconds | threads=64 | OMP_SCHEDULE=guided,1000
Elapsed time = 3.854862e-01 seconds | threads=64 | OMP_SCHEDULE=guided,1000
Elapsed time = 2.354104e-01 seconds | threads=64 | OMP_SCHEDULE=guided,1000
Elapsed time = 3.832548e-01 seconds | threads=64 | OMP_SCHEDULE=guided,1000
Elapsed time = 3.903946e-01 seconds | threads=64 | OMP_SCHEDULE=guided,1000
Elapsed time = 2.419259e-01 seconds | threads=64 | OMP_SCHEDULE=guided,1000
Elapsed time = 3.875863e-01 seconds | threads=64 | OMP_SCHEDULE=guided,1000
