Schedule = guided | Threads = 32 | Chunk = 100
Elapsed time = 2.931899e-03 seconds | threads=32 | OMP_SCHEDULE=guided,100
Elapsed time = 2.830429e-03 seconds | threads=32 | OMP_SCHEDULE=guided,100
Elapsed time = 3.057652e-03 seconds | threads=32 | OMP_SCHEDULE=guided,100
Elapsed time = 3.248758e-03 seconds | threads=32 | OMP_SCHEDULE=guided,100
Elapsed time = 2.990732e-03 seconds | threads=32 | OMP_SCHEDULE=guided,100
Elapsed time = 2.718310e-03 seconds | threads=32 | OMP_SCHEDULE=guided,100
Elapsed time = 3.192387e-03 seconds | threads=32 | OMP_SCHEDULE=guided,100
Elapsed time = 2.983603e-03 seconds | threads=32 | OMP_SCHEDULE=guided,100
Elapsed time = 3.057143e-03 seconds | threads=32 | OMP_SCHEDULE=guided,100
Elapsed time = 2.832578e-03 seconds | threads=32 | OMP_SCHEDULE=guided,100
