Schedule = guided | Threads = 4 | Chunk = 100
Elapsed time = 2.977287e-03 seconds | threads=4 | OMP_SCHEDULE=guided,100
Elapsed time = 2.687987e-03 seconds | threads=4 | OMP_SCHEDULE=guided,100
Elapsed time = 2.572881e-03 seconds | threads=4 | OMP_SCHEDULE=guided,100
Elapsed time = 2.615503e-03 seconds | threads=4 | OMP_SCHEDULE=guided,100
Elapsed time = 2.566900e-03 seconds | threads=4 | OMP_SCHEDULE=guided,100
Elapsed time = 2.623021e-03 seconds | threads=4 | OMP_SCHEDULE=guided,100
Elapsed time = 2.606271e-03 seconds | threads=4 | OMP_SCHEDULE=guided,100
Elapsed time = 2.555819e-03 seconds | threads=4 | OMP_SCHEDULE=guided,100
Elapsed time = 2.552022e-03 seconds | threads=4 | OMP_SCHEDULE=guided,100
Elapsed time = 2.491822e-03 seconds | threads=4 | OMP_SCHEDULE=guided,100
