Schedule = guided | Threads = 16 | Chunk = 1
Elapsed time = 3.061485e-03 seconds | threads=16 | OMP_SCHEDULE=guided,1
Elapsed time = 2.789267e-03 seconds | threads=16 | OMP_SCHEDULE=guided,1
Elapsed time = 3.179808e-03 seconds | threads=16 | OMP_SCHEDULE=guided,1
Elapsed time = 2.650527e-03 seconds | threads=16 | OMP_SCHEDULE=guided,1
Elapsed time = 2.987022e-03 seconds | threads=16 | OMP_SCHEDULE=guided,1
Elapsed time = 2.910435e-03 seconds | threads=16 | OMP_SCHEDULE=guided,1
Elapsed time = 2.544546e-03 seconds | threads=16 | OMP_SCHEDULE=guided,1
Elapsed time = 2.944108e-03 seconds | threads=16 | OMP_SCHEDULE=guided,1
Elapsed time = 2.935160e-03 seconds | threads=16 | OMP_SCHEDULE=guided,1
Elapsed time = 2.951620e-03 seconds | threads=16 | OMP_SCHEDULE=guided,1
