Schedule = guided | Threads = 2 | Chunk = 100
Elapsed time = 4.858920e-01 seconds | threads=2 | OMP_SCHEDULE=guided,100
Elapsed time = 4.873318e-01 seconds | threads=2 | OMP_SCHEDULE=guided,100
Elapsed time = 4.879995e-01 seconds | threads=2 | OMP_SCHEDULE=guided,100
Elapsed time = 4.861289e-01 seconds | threads=2 | OMP_SCHEDULE=guided,100
Elapsed time = 4.866283e-01 seconds | threads=2 | OMP_SCHEDULE=guided,100
Elapsed time = 4.891808e-01 seconds | threads=2 | OMP_SCHEDULE=guided,100
Elapsed time = 4.897056e-01 seconds | threads=2 | OMP_SCHEDULE=guided,100
Elapsed time = 4.888373e-01 seconds | threads=2 | OMP_SCHEDULE=guided,100
Elapsed time = 4.884017e-01 seconds | threads=2 | OMP_SCHEDULE=guided,100
Elapsed time = 4.884549e-01 seconds | threads=2 | OMP_SCHEDULE=guided,100
