Schedule = guided | Threads = 1 | Chunk = 100
Elapsed time = 2.294082e-01 seconds | threads=1 | OMP_SCHEDULE=guided,100
Elapsed time = 2.294309e-01 seconds | threads=1 | OMP_SCHEDULE=guided,100
Elapsed time = 4.443624e-01 seconds | threads=1 | OMP_SCHEDULE=guided,100
Elapsed time = 5.032013e-01 seconds | threads=1 | OMP_SCHEDULE=guided,100
Elapsed time = 2.252059e-01 seconds | threads=1 | OMP_SCHEDULE=guided,100
Elapsed time = 4.451525e-01 seconds | threads=1 | OMP_SCHEDULE=guided,100
Elapsed time = 4.463899e-01 seconds | threads=1 | OMP_SCHEDULE=guided,100
Elapsed time = 4.475714e-01 seconds | threads=1 | OMP_SCHEDULE=guided,100
Elapsed time = 4.460643e-01 seconds | threads=1 | OMP_SCHEDULE=guided,100
Elapsed time = 4.466066e-01 seconds | threads=1 | OMP_SCHEDULE=guided,100
