Schedule = guided | Threads = 4 | Chunk = 100
Elapsed time = 8.442270e-02 seconds | threads=4 | OMP_SCHEDULE=guided,100
Elapsed time = 1.269709e-01 seconds | threads=4 | OMP_SCHEDULE=guided,100
Elapsed time = 4.302422e-01 seconds | threads=4 | OMP_SCHEDULE=guided,100
Elapsed time = 8.418430e-02 seconds | threads=4 | OMP_SCHEDULE=guided,100
Elapsed time = 1.272557e-01 seconds | threads=4 | OMP_SCHEDULE=guided,100
Elapsed time = 4.270621e-01 seconds | threads=4 | OMP_SCHEDULE=guided,100
Elapsed time = 8.437293e-02 seconds | threads=4 | OMP_SCHEDULE=guided,100
Elapsed time = 8.436111e-02 seconds | threads=4 | OMP_SCHEDULE=guided,100
Elapsed time = 8.398654e-02 seconds | threads=4 | OMP_SCHEDULE=guided,100
Elapsed time = 1.276335e-01 seconds | threads=4 | OMP_SCHEDULE=guided,100
