Schedule = guided | Threads = 64 | Chunk = 1
Elapsed time = 9.092438e-02 seconds | threads=64 | OMP_SCHEDULE=guided,1
Elapsed time = 9.152446e-02 seconds | threads=64 | OMP_SCHEDULE=guided,1
Elapsed time = 1.947861e-01 seconds | threads=64 | OMP_SCHEDULE=guided,1
Elapsed time = 9.375290e-02 seconds | threads=64 | OMP_SCHEDULE=guided,1
Elapsed time = 8.049872e-02 seconds | threads=64 | OMP_SCHEDULE=guided,1
Elapsed time = 9.263209e-02 seconds | threads=64 | OMP_SCHEDULE=guided,1
Elapsed time = 1.705738e-01 seconds | threads=64 | OMP_SCHEDULE=guided,1
Elapsed time = 1.965685e-01 seconds | threads=64 | OMP_SCHEDULE=guided,1
Elapsed time = 9.159432e-02 seconds | threads=64 | OMP_SCHEDULE=guided,1
Elapsed time = 2.568645e-01 seconds | threads=64 | OMP_SCHEDULE=guided,1
