Schedule = guided | Threads = 4 | Chunk = 1000
Elapsed time = 4.672265e-01 seconds | threads=4 | OMP_SCHEDULE=guided,1000
Elapsed time = 4.685832e-01 seconds | threads=4 | OMP_SCHEDULE=guided,1000
Elapsed time = 4.703130e-01 seconds | threads=4 | OMP_SCHEDULE=guided,1000
Elapsed time = 4.691119e-01 seconds | threads=4 | OMP_SCHEDULE=guided,1000
Elapsed time = 4.660538e-01 seconds | threads=4 | OMP_SCHEDULE=guided,1000
Elapsed time = 4.648870e-01 seconds | threads=4 | OMP_SCHEDULE=guided,1000
Elapsed time = 4.677891e-01 seconds | threads=4 | OMP_SCHEDULE=guided,1000
Elapsed time = 4.682885e-01 seconds | threads=4 | OMP_SCHEDULE=guided,1000
Elapsed time = 4.714396e-01 seconds | threads=4 | OMP_SCHEDULE=guided,1000
Elapsed time = 4.697597e-01 seconds | threads=4 | OMP_SCHEDULE=guided,1000
