Schedule = guided | Threads = 4 | Chunk = 1
Elapsed time = 4.676371e-01 seconds | threads=4 | OMP_SCHEDULE=guided,1
Elapsed time = 4.687187e-01 seconds | threads=4 | OMP_SCHEDULE=guided,1
Elapsed time = 2.643664e-01 seconds | threads=4 | OMP_SCHEDULE=guided,1
Elapsed time = 2.954223e-01 seconds | threads=4 | OMP_SCHEDULE=guided,1
Elapsed time = 4.648612e-01 seconds | threads=4 | OMP_SCHEDULE=guided,1
Elapsed time = 4.802282e-01 seconds | threads=4 | OMP_SCHEDULE=guided,1
Elapsed time = 4.688229e-01 seconds | threads=4 | OMP_SCHEDULE=guided,1
Elapsed time = 4.783287e-01 seconds | threads=4 | OMP_SCHEDULE=guided,1
Elapsed time = 4.783442e-01 seconds | threads=4 | OMP_SCHEDULE=guided,1
Elapsed time = 4.663127e-01 seconds | threads=4 | OMP_SCHEDULE=guided,1
