Schedule = guided | Threads = 16 | Chunk = 100
Elapsed time = 2.946728e-03 seconds | threads=16 | OMP_SCHEDULE=guided,100
Elapsed time = 2.886171e-03 seconds | threads=16 | OMP_SCHEDULE=guided,100
Elapsed time = 2.977524e-03 seconds | threads=16 | OMP_SCHEDULE=guided,100
Elapsed time = 2.803572e-03 seconds | threads=16 | OMP_SCHEDULE=guided,100
Elapsed time = 2.627605e-03 seconds | threads=16 | OMP_SCHEDULE=guided,100
Elapsed time = 2.895301e-03 seconds | threads=16 | OMP_SCHEDULE=guided,100
Elapsed time = 2.952087e-03 seconds | threads=16 | OMP_SCHEDULE=guided,100
Elapsed time = 2.756575e-03 seconds | threads=16 | OMP_SCHEDULE=guided,100
Elapsed time = 2.952573e-03 seconds | threads=16 | OMP_SCHEDULE=guided,100
Elapsed time = 2.932151e-03 seconds | threads=16 | OMP_SCHEDULE=guided,100
