Schedule = guided | Threads = 1 | Chunk = 1000
Elapsed time = 7.165741e-01 seconds | threads=1 | OMP_SCHEDULE=guided,1000
Elapsed time = 7.163914e-01 seconds | threads=1 | OMP_SCHEDULE=guided,1000
Elapsed time = 7.199892e-01 seconds | threads=1 | OMP_SCHEDULE=guided,1000
Elapsed time = 7.166824e-01 seconds | threads=1 | OMP_SCHEDULE=guided,1000
Elapsed time = 7.185819e-01 seconds | threads=1 | OMP_SCHEDULE=guided,1000
Elapsed time = 7.163479e-01 seconds | threads=1 | OMP_SCHEDULE=guided,1000
Elapsed time = 7.189149e-01 seconds | threads=1 | OMP_SCHEDULE=guided,1000
Elapsed time = 7.172665e-01 seconds | threads=1 | OMP_SCHEDULE=guided,1000
Elapsed time = 7.166101e-01 seconds | threads=1 | OMP_SCHEDULE=guided,1000
Elapsed time = 7.175146e-01 seconds | threads=1 | OMP_SCHEDULE=guided,1000
