Schedule = guided | Threads = 2 | Chunk = 1
Elapsed time = 1.348393e-01 seconds | threads=2 | OMP_SCHEDULE=guided,1
Elapsed time = 1.550343e-01 seconds | threads=2 | OMP_SCHEDULE=guided,1
Elapsed time = 3.552353e-01 seconds | threads=2 | OMP_SCHEDULE=guided,1
Elapsed time = 1.976208e-01 seconds | threads=2 | OMP_SCHEDULE=guided,1
Elapsed time = 1.366219e-01 seconds | threads=2 | OMP_SCHEDULE=guided,1
Elapsed time = 1.360256e-01 seconds | threads=2 | OMP_SCHEDULE=guided,1
Elapsed time = 1.344463e-01 seconds | threads=2 | OMP_SCHEDULE=guided,1
Elapsed time = 1.341050e-01 seconds | threads=2 | OMP_SCHEDULE=guided,1
Elapsed time = 1.859296e-01 seconds | threads=2 | OMP_SCHEDULE=guided,1
Elapsed time = 1.342342e-01 seconds | threads=2 | OMP_SCHEDULE=guided,1
