Performance results for ./matrix/3.mtx | threads=8 | chunksize=100
L1-dcache-loads | L1-dcache-load-misses | LLC-loads | LLC-load-misses
56,144,359,315 | 1,030,899,099 | 473,953,439 | 27,744,531
56,144,348,497 | 810,373,052 | 334,699,944 | 23,472,362
56,144,390,503 | 818,794,818 | 335,290,245 | 22,877,631
56,142,391,669 | 1,031,771,780 | 473,809,745 | 27,520,293
56,144,351,243 | 1,030,624,013 | 474,291,543 | 27,725,693
56,142,295,881 | 1,030,268,671 | 474,863,550 | 27,649,505
56,144,351,274 | 1,030,935,545 | 474,305,238 | 27,065,531
56,142,319,391 | 1,029,934,383 | 474,926,122 | 28,266,966
56,144,349,213 | 1,027,836,274 | 476,449,773 | 29,110,238
56,144,352,229 | 809,838,498 | 334,640,919 | 22,772,944
