Performance results for ./matrix/2.mtx | threads=64 | chunksize=1000
L1-dcache-loads | L1-dcache-load-misses | LLC-loads | LLC-load-misses
2,983,436,686 | 36,208,527 | 761,118 | 108,534
2,985,896,082 | 36,244,948 | 955,612 | 109,025
2,957,125,948 | 28,582,379 | 797,945 | 124,290
2,983,710,265 | 36,239,658 | 915,506 | 109,631
2,968,327,974 | 28,590,012 | 1,201,196 | 134,516
2,972,210,538 | 36,242,880 | 774,346 | 113,680
2,968,270,870 | 28,621,804 | 492,285 | 129,475
2,961,617,537 | 36,164,516 | 791,462 | 113,280
2,968,358,317 | 28,623,522 | 617,951 | 131,633
2,969,737,727 | 28,620,924 | 761,124 | 124,780
