Performance results for ./matrix/3.mtx | threads=64 | chunksize=100
L1-dcache-loads | L1-dcache-load-misses | LLC-loads | LLC-load-misses
56,181,750,618 | 1,033,267,030 | 475,377,735 | 26,771,361
56,182,776,814 | 1,032,048,288 | 475,296,553 | 26,829,182
56,192,847,787 | 1,088,656,917 | 476,538,428 | 28,501,832
56,192,820,527 | 809,814,003 | 334,742,630 | 18,651,567
56,191,863,073 | 809,756,868 | 334,580,063 | 19,226,446
56,193,421,092 | 808,066,464 | 333,757,891 | 19,121,265
56,192,780,557 | 1,033,494,976 | 475,483,403 | 26,681,882
56,191,954,816 | 1,031,713,792 | 477,173,708 | 28,304,258
56,193,551,583 | 1,033,119,254 | 478,448,125 | 28,684,346
56,192,112,867 | 1,032,380,223 | 475,430,945 | 26,775,104
