Performance results for ./matrix/2.mtx | threads=32 | chunksize=1000
L1-dcache-loads | L1-dcache-load-misses | LLC-loads | LLC-load-misses
2,938,847,936 | 28,573,932 | 622,812 | 127,495
2,946,572,892 | 36,289,669 | 1,132,112 | 106,954
2,938,730,983 | 28,633,684 | 557,424 | 135,514
2,946,633,060 | 36,328,899 | 776,120 | 111,809
2,937,886,630 | 28,599,775 | 550,140 | 131,033
2,946,406,895 | 36,270,838 | 732,999 | 112,876
2,938,270,604 | 28,584,859 | 571,175 | 136,978
2,946,762,118 | 36,205,785 | 767,099 | 111,171
2,946,523,364 | 36,212,473 | 920,463 | 110,527
2,939,069,501 | 28,624,865 | 574,869 | 125,909
