Performance results for ./matrix/2.mtx | threads=64 | chunksize=100
L1-dcache-loads | L1-dcache-load-misses | LLC-loads | LLC-load-misses
2,952,389,831 | 28,612,558 | 1,222,062 | 131,397
2,984,193,318 | 36,278,354 | 864,926 | 113,887
2,984,961,252 | 36,228,221 | 818,679 | 110,225
2,958,236,179 | 36,273,418 | 1,066,821 | 111,669
2,967,073,426 | 28,586,145 | 618,951 | 132,807
2,952,161,857 | 28,596,145 | 862,759 | 132,689
2,968,747,873 | 28,617,503 | 855,606 | 134,092
2,984,361,174 | 36,256,161 | 946,802 | 113,067
2,969,210,463 | 28,682,142 | 745,309 | 131,901
2,954,056,812 | 28,596,927 | 1,303,873 | 135,517
