Performance results for ./matrix/3.mtx | threads=16 | chunksize=1
L1-dcache-loads | L1-dcache-load-misses | LLC-loads | LLC-load-misses
56,149,268,562 | 1,087,262,491 | 477,079,636 | 29,737,511
56,149,737,555 | 1,091,647,444 | 475,920,454 | 28,198,961
56,149,767,023 | 1,088,408,153 | 475,639,080 | 28,423,316
56,149,320,003 | 1,090,631,136 | 476,402,374 | 28,633,203
56,149,259,281 | 1,086,594,044 | 475,531,173 | 28,328,152
56,149,210,883 | 817,117,570 | 335,573,154 | 22,338,573
56,148,954,492 | 1,090,116,823 | 476,154,452 | 29,135,166
56,149,304,792 | 1,088,302,695 | 476,688,918 | 29,455,915
56,149,215,651 | 1,088,754,308 | 475,540,997 | 28,429,635
56,149,213,561 | 812,093,330 | 334,962,374 | 20,479,229
