Performance results for ./matrix/3.mtx | threads=4 | chunksize=100
L1-dcache-loads | L1-dcache-load-misses | LLC-loads | LLC-load-misses
56,141,082,195 | 1,088,739,311 | 475,746,827 | 29,008,541
56,141,064,194 | 808,685,739 | 334,622,782 | 22,917,535
56,141,335,863 | 1,087,522,568 | 475,043,242 | 29,239,096
56,141,063,905 | 813,255,663 | 334,470,383 | 18,305,673
56,141,347,845 | 808,144,000 | 333,801,734 | 18,174,482
56,141,044,540 | 809,040,680 | 334,691,898 | 18,957,128
56,141,045,577 | 815,860,268 | 335,069,661 | 21,143,098
56,141,055,877 | 807,553,426 | 333,528,446 | 19,672,059
56,141,041,748 | 1,089,943,915 | 475,113,226 | 28,843,061
56,141,044,688 | 812,879,505 | 334,402,242 | 19,108,522
