Performance results for ./matrix/5.mtx | threads=64 | chunksize=1
L1-dcache-loads | L1-dcache-load-misses | LLC-loads | LLC-load-misses
121,912,392,782 | 988,203,528 | 349,145,738 | 130,769,316
121,915,992,665 | 1,032,531,827 | 368,909,144 | 139,039,330
121,913,800,616 | 1,000,339,146 | 350,532,851 | 141,117,917
121,912,564,879 | 1,006,362,595 | 350,756,923 | 135,365,443
121,908,750,077 | 1,008,965,197 | 346,991,485 | 139,896,503
121,912,801,509 | 1,021,193,180 | 360,048,115 | 137,592,162
121,913,002,267 | 983,235,699 | 347,455,661 | 140,440,504
121,912,062,091 | 1,007,728,988 | 364,685,868 | 137,890,563
121,913,544,444 | 993,387,271 | 346,621,104 | 139,458,258
121,915,005,385 | 1,027,212,080 | 375,795,414 | 143,013,852
