Performance results for ./matrix/4.mtx | threads=1 | chunksize=1000
L1-dcache-loads | L1-dcache-load-misses | LLC-loads | LLC-load-misses
68,837,580,034 | 354,484,663 | 3,912,625 | 2,019,996
68,837,579,874 | 356,119,178 | 3,752,429 | 2,030,651
68,837,580,110 | 353,588,508 | 3,970,278 | 2,042,581
68,837,579,757 | 353,406,440 | 3,855,595 | 1,997,054
68,837,577,068 | 351,338,729 | 2,936,051 | 1,146,128
68,837,576,660 | 349,898,271 | 2,855,685 | 936,295
68,837,576,793 | 349,878,288 | 2,784,234 | 874,868
68,837,576,929 | 348,622,616 | 3,464,160 | 1,751,018
68,837,576,411 | 347,345,430 | 2,909,107 | 1,008,162
68,837,616,408 | 346,573,352 | 3,643,449 | 1,683,845
