Performance results for ./matrix/4.mtx with 2 threads
L1-dcache-loads | L1-dcache-load-misses | LLC-loads | LLC-load-misses
68,838,127,823 | 351,383,829 | 3,229,485 | 1,142,056
68,838,127,801 | 352,831,509 | 3,185,145 | 1,148,092
68,838,127,805 | 354,453,668 | 3,205,773 | 1,165,506
68,838,127,844 | 354,111,324 | 3,190,586 | 1,157,606
68,838,127,607 | 351,478,555 | 3,230,341 | 1,149,152
68,838,127,797 | 352,870,560 | 3,189,449 | 1,149,702
68,838,127,859 | 353,383,446 | 3,210,075 | 1,156,656
68,838,127,826 | 352,519,030 | 3,229,628 | 1,148,465
68,838,127,520 | 352,262,688 | 3,185,362 | 1,151,005
68,838,127,806 | 353,473,688 | 3,207,852 | 1,152,016
