Schedule = guided | Threads = 2 | Chunk = 1000
Elapsed time = 3.514276e-02 seconds | threads=2 | OMP_SCHEDULE=guided,1000
Elapsed time = 3.068015e-02 seconds | threads=2 | OMP_SCHEDULE=guided,1000
Elapsed time = 2.268014e-02 seconds | threads=2 | OMP_SCHEDULE=guided,1000
Elapsed time = 1.146768e-02 seconds | threads=2 | OMP_SCHEDULE=guided,1000
Elapsed time = 4.319444e-02 seconds | threads=2 | OMP_SCHEDULE=guided,1000
Elapsed time = 3.044302e-02 seconds | threads=2 | OMP_SCHEDULE=guided,1000
Elapsed time = 2.200740e-02 seconds | threads=2 | OMP_SCHEDULE=guided,1000
Elapsed time = 2.893386e-02 seconds | threads=2 | OMP_SCHEDULE=guided,1000
Elapsed time = 2.078550e-02 seconds | threads=2 | OMP_SCHEDULE=guided,1000
Elapsed time = 3.047307e-02 seconds | threads=2 | OMP_SCHEDULE=guided,1000
