Schedule = guided | Threads = 1 | Chunk = 100
Elapsed time = 3.843862e-02 seconds | threads=1 | OMP_SCHEDULE=guided,100
Elapsed time = 3.760010e-02 seconds | threads=1 | OMP_SCHEDULE=guided,100
Elapsed time = 3.708940e-02 seconds | threads=1 | OMP_SCHEDULE=guided,100
Elapsed time = 4.275785e-02 seconds | threads=1 | OMP_SCHEDULE=guided,100
Elapsed time = 2.098693e-02 seconds | threads=1 | OMP_SCHEDULE=guided,100
Elapsed time = 3.905897e-02 seconds | threads=1 | OMP_SCHEDULE=guided,100
Elapsed time = 4.625128e-02 seconds | threads=1 | OMP_SCHEDULE=guided,100
Elapsed time = 3.006913e-02 seconds | threads=1 | OMP_SCHEDULE=guided,100
Elapsed time = 2.120579e-02 seconds | threads=1 | OMP_SCHEDULE=guided,100
Elapsed time = 2.089814e-02 seconds | threads=1 | OMP_SCHEDULE=guided,100
