Schedule = guided | Threads = 8 | Chunk = 1
Elapsed time = 3.244513e+00 seconds | threads=8 | OMP_SCHEDULE=guided,1
Elapsed time = 1.627571e+00 seconds | threads=8 | OMP_SCHEDULE=guided,1
Elapsed time = 3.163000e+00 seconds | threads=8 | OMP_SCHEDULE=guided,1
Elapsed time = 3.540569e+00 seconds | threads=8 | OMP_SCHEDULE=guided,1
Elapsed time = 3.155944e+00 seconds | threads=8 | OMP_SCHEDULE=guided,1
Elapsed time = 2.329419e+00 seconds | threads=8 | OMP_SCHEDULE=guided,1
Elapsed time = 2.527711e+00 seconds | threads=8 | OMP_SCHEDULE=guided,1
Elapsed time = 1.950689e+00 seconds | threads=8 | OMP_SCHEDULE=guided,1
Elapsed time = 2.376561e+00 seconds | threads=8 | OMP_SCHEDULE=guided,1
Elapsed time = 2.844068e+00 seconds | threads=8 | OMP_SCHEDULE=guided,1
