Schedule = guided | Threads = 8 | Chunk = 100
Elapsed time = 1.723772e-01 seconds | threads=8 | OMP_SCHEDULE=guided,100
Elapsed time = 1.304375e-01 seconds | threads=8 | OMP_SCHEDULE=guided,100
Elapsed time = 2.492399e-01 seconds | threads=8 | OMP_SCHEDULE=guided,100
Elapsed time = 1.071691e+00 seconds | threads=8 | OMP_SCHEDULE=guided,100
Elapsed time = 6.226851e-01 seconds | threads=8 | OMP_SCHEDULE=guided,100
Elapsed time = 3.239549e-01 seconds | threads=8 | OMP_SCHEDULE=guided,100
Elapsed time = 4.720385e-01 seconds | threads=8 | OMP_SCHEDULE=guided,100
Elapsed time = 1.317218e-01 seconds | threads=8 | OMP_SCHEDULE=guided,100
Elapsed time = 6.862618e-01 seconds | threads=8 | OMP_SCHEDULE=guided,100
Elapsed time = 4.311978e-01 seconds | threads=8 | OMP_SCHEDULE=guided,100
