Schedule = guided | Threads = 64 | Chunk = 1
Elapsed time = 2.234130e-02 seconds | threads=64 | OMP_SCHEDULE=guided,1
Elapsed time = 2.262844e-02 seconds | threads=64 | OMP_SCHEDULE=guided,1
Elapsed time = 2.317134e-02 seconds | threads=64 | OMP_SCHEDULE=guided,1
Elapsed time = 2.282364e-02 seconds | threads=64 | OMP_SCHEDULE=guided,1
Elapsed time = 2.126754e-02 seconds | threads=64 | OMP_SCHEDULE=guided,1
Elapsed time = 2.463214e-02 seconds | threads=64 | OMP_SCHEDULE=guided,1
Elapsed time = 2.216507e-02 seconds | threads=64 | OMP_SCHEDULE=guided,1
Elapsed time = 2.710300e-02 seconds | threads=64 | OMP_SCHEDULE=guided,1
Elapsed time = 2.005511e-02 seconds | threads=64 | OMP_SCHEDULE=guided,1
Elapsed time = 3.349468e-02 seconds | threads=64 | OMP_SCHEDULE=guided,1
