Schedule = guided | Threads = 2 | Chunk = 1
Elapsed time = 1.408883e-02 seconds | threads=2 | OMP_SCHEDULE=guided,1
Elapsed time = 1.874666e-02 seconds | threads=2 | OMP_SCHEDULE=guided,1
Elapsed time = 1.879220e-02 seconds | threads=2 | OMP_SCHEDULE=guided,1
Elapsed time = 1.965873e-02 seconds | threads=2 | OMP_SCHEDULE=guided,1
Elapsed time = 1.882970e-02 seconds | threads=2 | OMP_SCHEDULE=guided,1
Elapsed time = 1.879535e-02 seconds | threads=2 | OMP_SCHEDULE=guided,1
Elapsed time = 1.882910e-02 seconds | threads=2 | OMP_SCHEDULE=guided,1
Elapsed time = 1.885422e-02 seconds | threads=2 | OMP_SCHEDULE=guided,1
Elapsed time = 1.677736e-02 seconds | threads=2 | OMP_SCHEDULE=guided,1
Elapsed time = 1.879696e-02 seconds | threads=2 | OMP_SCHEDULE=guided,1
