Schedule = guided | Threads = 8 | Chunk = 1000
Elapsed time = 8.485800e-01 seconds | threads=8 | OMP_SCHEDULE=guided,1000
Elapsed time = 7.092041e-01 seconds | threads=8 | OMP_SCHEDULE=guided,1000
Elapsed time = 1.323101e-01 seconds | threads=8 | OMP_SCHEDULE=guided,1000
Elapsed time = 8.053351e-01 seconds | threads=8 | OMP_SCHEDULE=guided,1000
Elapsed time = 3.371463e-01 seconds | threads=8 | OMP_SCHEDULE=guided,1000
Elapsed time = 3.614404e-01 seconds | threads=8 | OMP_SCHEDULE=guided,1000
Elapsed time = 3.692590e-01 seconds | threads=8 | OMP_SCHEDULE=guided,1000
Elapsed time = 1.143480e+00 seconds | threads=8 | OMP_SCHEDULE=guided,1000
Elapsed time = 9.338611e-01 seconds | threads=8 | OMP_SCHEDULE=guided,1000
Elapsed time = 6.549924e-01 seconds | threads=8 | OMP_SCHEDULE=guided,1000
