Schedule = guided | Threads = 32 | Chunk = 1000
Elapsed time = 1.956331e+00 seconds | threads=32 | OMP_SCHEDULE=guided,1000
Elapsed time = 1.281990e+00 seconds | threads=32 | OMP_SCHEDULE=guided,1000
Elapsed time = 9.736431e-01 seconds | threads=32 | OMP_SCHEDULE=guided,1000
Elapsed time = 9.625543e-01 seconds | threads=32 | OMP_SCHEDULE=guided,1000
Elapsed time = 1.876354e+00 seconds | threads=32 | OMP_SCHEDULE=guided,1000
Elapsed time = 9.466716e-01 seconds | threads=32 | OMP_SCHEDULE=guided,1000
Elapsed time = 1.137778e+00 seconds | threads=32 | OMP_SCHEDULE=guided,1000
Elapsed time = 2.052820e+00 seconds | threads=32 | OMP_SCHEDULE=guided,1000
Elapsed time = 2.056597e+00 seconds | threads=32 | OMP_SCHEDULE=guided,1000
Elapsed time = 9.686149e-01 seconds | threads=32 | OMP_SCHEDULE=guided,1000
