Schedule = guided | Threads = 32 | Chunk = 1
Elapsed time = 8.921397e-03 seconds | threads=32 | OMP_SCHEDULE=guided,1
Elapsed time = 2.509190e-02 seconds | threads=32 | OMP_SCHEDULE=guided,1
Elapsed time = 2.370910e-02 seconds | threads=32 | OMP_SCHEDULE=guided,1
Elapsed time = 2.209212e-02 seconds | threads=32 | OMP_SCHEDULE=guided,1
Elapsed time = 2.290777e-02 seconds | threads=32 | OMP_SCHEDULE=guided,1
Elapsed time = 1.293693e-02 seconds | threads=32 | OMP_SCHEDULE=guided,1
Elapsed time = 9.248226e-03 seconds | threads=32 | OMP_SCHEDULE=guided,1
Elapsed time = 1.719533e-02 seconds | threads=32 | OMP_SCHEDULE=guided,1
Elapsed time = 2.552738e-02 seconds | threads=32 | OMP_SCHEDULE=guided,1
Elapsed time = 1.963740e-02 seconds | threads=32 | OMP_SCHEDULE=guided,1
