Schedule = guided | Threads = 4 | Chunk = 1000
Elapsed time = 7.223114e-01 seconds | threads=4 | OMP_SCHEDULE=guided,1000
Elapsed time = 7.412168e-01 seconds | threads=4 | OMP_SCHEDULE=guided,1000
Elapsed time = 6.269683e-01 seconds | threads=4 | OMP_SCHEDULE=guided,1000
Elapsed time = 7.009639e-01 seconds | threads=4 | OMP_SCHEDULE=guided,1000
Elapsed time = 1.031929e+00 seconds | threads=4 | OMP_SCHEDULE=guided,1000
Elapsed time = 6.158026e-01 seconds | threads=4 | OMP_SCHEDULE=guided,1000
Elapsed time = 8.090885e-01 seconds | threads=4 | OMP_SCHEDULE=guided,1000
Elapsed time = 6.110086e-01 seconds | threads=4 | OMP_SCHEDULE=guided,1000
Elapsed time = 6.189866e-01 seconds | threads=4 | OMP_SCHEDULE=guided,1000
Elapsed time = 8.255070e-01 seconds | threads=4 | OMP_SCHEDULE=guided,1000
