Schedule = guided | Threads = 32 | Chunk = 100
Elapsed time = 4.983522e-01 seconds | threads=32 | OMP_SCHEDULE=guided,100
Elapsed time = 6.856165e-02 seconds | threads=32 | OMP_SCHEDULE=guided,100
Elapsed time = 2.414292e-01 seconds | threads=32 | OMP_SCHEDULE=guided,100
Elapsed time = 7.284286e-02 seconds | threads=32 | OMP_SCHEDULE=guided,100
Elapsed time = 4.614406e-01 seconds | threads=32 | OMP_SCHEDULE=guided,100
Elapsed time = 3.192007e-01 seconds | threads=32 | OMP_SCHEDULE=guided,100
Elapsed time = 1.551131e-01 seconds | threads=32 | OMP_SCHEDULE=guided,100
Elapsed time = 6.398581e-01 seconds | threads=32 | OMP_SCHEDULE=guided,100
Elapsed time = 2.172711e-01 seconds | threads=32 | OMP_SCHEDULE=guided,100
Elapsed time = 7.605046e-02 seconds | threads=32 | OMP_SCHEDULE=guided,100
