Schedule = guided | Threads = 2 | Chunk = 100
Elapsed time = 1.382498e-02 seconds | threads=2 | OMP_SCHEDULE=guided,100
Elapsed time = 1.547945e-02 seconds | threads=2 | OMP_SCHEDULE=guided,100
Elapsed time = 1.753190e-02 seconds | threads=2 | OMP_SCHEDULE=guided,100
Elapsed time = 1.303564e-02 seconds | threads=2 | OMP_SCHEDULE=guided,100
Elapsed time = 1.884701e-02 seconds | threads=2 | OMP_SCHEDULE=guided,100
Elapsed time = 1.749155e-02 seconds | threads=2 | OMP_SCHEDULE=guided,100
Elapsed time = 1.058261e-02 seconds | threads=2 | OMP_SCHEDULE=guided,100
Elapsed time = 1.887900e-02 seconds | threads=2 | OMP_SCHEDULE=guided,100
Elapsed time = 1.720424e-02 seconds | threads=2 | OMP_SCHEDULE=guided,100
Elapsed time = 1.622763e-02 seconds | threads=2 | OMP_SCHEDULE=guided,100
