Schedule = guided | Threads = 4 | Chunk = 1
Elapsed time = 5.464918e-01 seconds | threads=4 | OMP_SCHEDULE=guided,1
Elapsed time = 8.431388e-01 seconds | threads=4 | OMP_SCHEDULE=guided,1
Elapsed time = 5.882870e-01 seconds | threads=4 | OMP_SCHEDULE=guided,1
Elapsed time = 6.527868e-01 seconds | threads=4 | OMP_SCHEDULE=guided,1
Elapsed time = 8.266945e-01 seconds | threads=4 | OMP_SCHEDULE=guided,1
Elapsed time = 7.148940e-01 seconds | threads=4 | OMP_SCHEDULE=guided,1
Elapsed time = 8.543142e-01 seconds | threads=4 | OMP_SCHEDULE=guided,1
Elapsed time = 6.876439e-01 seconds | threads=4 | OMP_SCHEDULE=guided,1
Elapsed time = 9.989628e-01 seconds | threads=4 | OMP_SCHEDULE=guided,1
Elapsed time = 6.372186e-01 seconds | threads=4 | OMP_SCHEDULE=guided,1
