Schedule = guided | Threads = 64 | Chunk = 100
Elapsed time = 1.466772e-02 seconds | threads=64 | OMP_SCHEDULE=guided,100
Elapsed time = 1.468338e-02 seconds | threads=64 | OMP_SCHEDULE=guided,100
Elapsed time = 3.207526e-02 seconds | threads=64 | OMP_SCHEDULE=guided,100
Elapsed time = 1.469486e-02 seconds | threads=64 | OMP_SCHEDULE=guided,100
Elapsed time = 1.502897e-02 seconds | threads=64 | OMP_SCHEDULE=guided,100
Elapsed time = 2.878792e-02 seconds | threads=64 | OMP_SCHEDULE=guided,100
Elapsed time = 9.798049e-03 seconds | threads=64 | OMP_SCHEDULE=guided,100
Elapsed time = 1.528428e-02 seconds | threads=64 | OMP_SCHEDULE=guided,100
Elapsed time = 1.426803e-02 seconds | threads=64 | OMP_SCHEDULE=guided,100
Elapsed time = 1.508092e-02 seconds | threads=64 | OMP_SCHEDULE=guided,100
